id,time,moon_altitude,moon_azimuth,moon_separation,moon_phase,moon_ra,moon_dec
0076_oct2006b,2006-10-11T00:04:12.1,32.0,74.7,55.0,80.0,69.035,26.802
0076o_aug2004a,2004-08-07T03:31:28.5,46.9,101.6,52.8,57.7,34.510,13.354
0076o_oct2006b,2006-10-11T00:08:58.2,33.0,75.1,54.9,80.0,69.078,26.817
0077_aug2004a,2004-08-07T03:36:19.5,47.9,102.3,50.1,57.7,34.536,13.374
0077o_aug2004a,2004-08-07T03:41:09.7,48.9,103.1,50.1,57.6,34.562,13.394
0078_aug2004a,2004-08-07T03:46:08.7,50.0,104.0,56.7,57.6,34.589,13.414
0078_nov2006c,2006-11-13T22:47:15.5,-35.3,49.4,100.7,38.6,157.695,10.799
0078o_aug2004a,2004-08-07T03:50:59.1,51.0,104.9,56.7,57.6,34.615,13.434
0078o_nov2006c,2006-11-13T22:52:00.8,-34.5,50.5,100.6,38.6,157.743,10.784
0079_aug2004a,2004-08-07T03:55:49.9,52.0,105.7,55.1,57.5,34.640,13.454
0079_oct2006b,2006-10-11T00:13:42.6,34.0,75.5,55.4,80.0,69.120,26.832
0079o_aug2004a,2004-08-07T04:00:40.6,53.0,106.7,55.2,57.5,34.666,13.474
0079o_oct2006b,2006-10-11T00:18:25.7,35.0,75.8,55.3,79.9,69.162,26.847
0080_aug2004a,2004-08-07T04:05:31.1,54.0,107.6,51.7,57.5,34.691,13.493
0080_oct2005b,2005-10-29T00:46:52.9,-38.3,54.5,113.6,15.7,171.363,5.820
0080o_aug2004a,2004-08-07T04:10:21.5,55.0,108.6,51.7,57.4,34.716,13.513
0080o_oct2005b,2005-10-29T00:51:38.5,-37.5,55.5,113.5,15.7,171.411,5.803
0081_aug2004a,2004-08-07T04:15:12.7,56.0,109.7,53.3,57.4,34.740,13.533
0081_oct2006b,2006-10-11T00:23:08.4,35.9,76.2,55.0,79.9,69.204,26.861
0081o_aug2004a,2004-08-07T04:20:03.1,57.0,110.8,53.3,57.4,34.765,13.552
0081o_oct2006b,2006-10-11T00:27:53.5,36.9,76.5,55.0,79.9,69.245,26.876
0082_aug2004a,2004-08-07T04:24:55.8,58.0,111.9,56.9,57.3,34.789,13.572
0082o_aug2004a,2004-08-07T04:29:46.2,59.0,113.1,56.9,57.3,34.813,13.591
0083_aug2004a,2004-08-07T04:34:36.8,59.9,114.3,55.7,57.3,34.837,13.610
0083_nov2012,2012-11-18T20:40:59.7,28.3,231.2,91.1,31.5,305.470,-14.820
0083o_aug2004a,2004-08-07T04:39:27.1,60.9,115.7,55.8,57.2,34.861,13.629
0083o_nov2012,2012-11-18T20:45:45.2,27.5,232.1,91.2,31.5,305.503,-14.804
0084_aug2004a,2004-08-07T04:44:22.7,61.9,117.1,50.6,57.2,34.885,13.649
0084o_aug2004a,2004-08-07T04:49:13.3,62.8,118.5,50.6,57.2,34.908,13.668
0085_aug2004a,2004-08-07T04:54:03.4,63.7,120.1,52.2,57.1,34.932,13.687
0085_oct2012,2012-10-08T01:53:19.5,20.4,79.2,78.5,52.4,104.107,18.785
0085o_aug2004a,2004-08-07T04:58:53.6,64.6,121.7,52.2,57.1,34.955,13.705
0085o_oct2012,2012-10-08T01:57:57.2,21.4,79.6,78.4,52.4,104.144,18.784
0086_aug2004a,2004-08-07T05:03:44.3,65.5,123.5,53.9,57.1,34.978,13.724
0086_oct2009,2009-11-02T00:43:05.9,75.0,212.8,49.5,99.1,25.943,15.926
0086o_aug2004a,2004-08-07T05:08:34.9,66.4,125.3,53.9,57.0,35.001,13.743
0086o_oct2009,2009-11-02T00:47:44.8,74.5,216.4,49.5,99.1,25.968,15.941
0087_aug2004a,2004-08-07T05:13:26.5,67.2,127.3,57.2,57.0,35.023,13.762
0087_nov2012,2012-11-18T20:50:33.3,26.7,233.0,92.3,31.6,305.537,-14.788
0087o_aug2004a,2004-08-07T05:18:16.8,68.1,129.4,57.2,57.0,35.046,13.780
0087o_nov2012,2012-11-19T22:07:32.0,25.0,241.0,84.2,42.8,319.594,-10.491
0088_aug2004a,2004-08-08T02:36:43.5,27.6,83.8,51.4,48.3,46.034,17.907
0088o_aug2004a,2004-08-08T02:41:34.5,28.7,84.2,51.4,48.2,46.067,17.927
0089_aug2004a,2004-08-08T02:46:27.8,29.7,84.7,54.0,48.2,46.101,17.947
0089_oct2012,2012-10-08T02:02:51.3,22.4,80.1,77.5,52.4,104.183,18.783
0089o_aug2004a,2004-08-08T02:51:18.1,30.8,85.2,54.0,48.2,46.133,17.966
0089o_oct2012,2012-10-08T02:07:27.3,23.4,80.6,77.4,52.3,104.218,18.782
0090_aug2004a,2004-08-08T02:56:08.5,31.8,85.7,52.6,48.1,46.166,17.986
0090o_aug2004a,2004-08-08T03:00:59.2,32.8,86.2,52.6,48.1,46.198,18.005
0091_aug2004a,2004-08-08T03:05:49.7,33.9,86.7,50.6,48.1,46.230,18.025
0091o_aug2004a,2004-08-08T03:10:40.5,34.9,87.3,50.6,48.0,46.261,18.044
0092_aug2004a,2004-08-08T03:15:38.1,36.0,87.8,55.1,48.0,46.293,18.064
0092o_aug2004a,2004-08-08T03:20:28.8,37.0,88.3,55.0,48.0,46.324,18.083
0093_aug2004a,2004-08-08T03:25:19.7,38.1,88.8,54.5,47.9,46.354,18.102
0093o_aug2004a,2004-08-08T03:30:10.6,39.1,89.4,54.4,47.9,46.385,18.121
0094_aug2004a,2004-08-08T03:35:01.9,40.2,89.9,51.8,47.9,46.415,18.140
0094o_aug2004a,2004-08-08T03:39:52.5,41.2,90.5,51.7,47.8,46.444,18.159
0095_aug2004a,2004-08-08T03:44:43.2,42.3,91.0,53.0,47.8,46.474,18.178
0095o_aug2004a,2004-08-08T03:49:34.0,43.3,91.6,53.0,47.8,46.503,18.197
0096_aug2004a,2004-08-08T03:54:24.8,44.3,92.2,50.9,47.7,46.531,18.216
0096o_aug2004a,2004-08-08T03:59:16.3,45.4,92.8,50.9,47.7,46.560,18.234
0097_aug2004a,2004-08-08T04:04:06.9,46.4,93.4,50.2,47.7,46.588,18.253
0097o_aug2004a,2004-08-08T04:08:57.7,47.5,94.0,50.1,47.6,46.616,18.271
0098_aug2004a,2004-08-08T04:13:55.5,48.6,94.6,55.2,47.6,46.645,18.290
0098o_aug2004a,2004-08-08T04:18:46.6,49.6,95.3,55.2,47.6,46.672,18.309
0099_aug2004a,2004-08-08T04:23:37.5,50.6,95.9,52.1,47.5,46.700,18.327
0099_oct2012,2012-10-08T02:12:20.2,24.4,81.1,78.1,52.3,104.256,18.780
0099o_aug2004a,2004-08-08T04:28:28.9,51.7,96.6,52.1,47.5,46.727,18.345
0099o_oct2012,2012-10-08T02:16:57.7,25.4,81.6,78.0,52.3,104.291,18.779
0100_aug2004a,2004-08-08T04:33:19.5,52.7,97.3,53.4,47.5,46.753,18.363
0100o_aug2004a,2004-08-08T04:38:09.7,53.8,98.1,53.4,47.4,46.780,18.381
0101_aug2004a,2004-08-08T04:43:01.0,54.8,98.8,51.3,47.4,46.806,18.399
0101o_aug2004a,2004-08-08T04:47:52.1,55.8,99.6,51.3,47.4,46.832,18.417
0102_aug2004a,2004-08-08T04:52:43.8,56.9,100.4,53.9,47.3,46.858,18.435
0102_oct2012,2012-10-08T02:21:47.4,26.4,82.1,77.1,52.2,104.328,18.778
0102o_aug2004a,2004-08-08T04:57:34.7,57.9,101.3,53.9,47.3,46.884,18.453
0102o_oct2012,2012-10-08T02:26:23.7,27.3,82.5,77.0,52.2,104.362,18.776
0103_aug2004a,2004-08-08T05:02:25.8,58.9,102.2,55.4,47.3,46.909,18.470
0103o_aug2004a,2004-08-08T05:07:16.0,60.0,103.1,55.4,47.2,46.935,18.488
0104_aug2004a,2004-08-08T05:12:13.9,61.0,104.1,50.5,47.2,46.960,18.506
0104_oct2012,2012-10-08T02:31:23.1,28.4,83.1,78.8,52.2,104.399,18.775
0104o_aug2004a,2004-08-08T05:17:04.5,62.0,105.1,50.5,47.2,46.985,18.523
0104o_oct2012,2012-10-08T02:36:06.3,29.4,83.5,78.7,52.1,104.434,18.773
0105_aug2004a,2004-08-08T05:21:55.3,63.0,106.2,52.5,47.2,47.010,18.540
0105_nov2012,2012-11-19T22:12:28.8,24.1,241.8,80.7,42.8,319.628,-10.474
0105_oct2012,2012-10-09T23:29:56.6,-28.9,52.7,92.3,33.9,127.831,13.472
0105o_aug2004a,2004-08-08T05:26:46.1,64.0,107.3,52.5,47.1,47.035,18.557
0105o_nov2012,2012-11-19T22:17:11.9,23.2,242.6,80.8,42.9,319.660,-10.457
0105o_oct2012,2012-10-09T23:34:35.3,-28.1,53.6,92.2,33.9,127.883,13.464
0106_aug2004a,2004-08-09T02:54:13.8,23.2,76.8,55.3,38.6,58.359,21.905
0106o_aug2004a,2004-08-09T02:59:04.2,24.2,77.3,55.2,38.6,58.395,21.923
0107_aug2004a,2004-08-09T03:03:56.1,25.2,77.7,53.5,38.5,58.432,21.940
0107o_aug2004a,2004-08-09T03:08:46.5,26.3,78.2,53.4,38.5,58.468,21.958
0108_aug2004a,2004-08-09T03:13:36.5,27.3,78.6,54.3,38.5,58.504,21.975
0108o_aug2004a,2004-08-09T03:18:26.4,28.3,79.1,54.3,38.5,58.539,21.993
0109_aug2004a,2004-08-09T03:23:17.0,29.3,79.5,53.0,38.4,58.574,22.010
0109o_aug2004a,2004-08-09T03:28:07.9,30.3,79.9,52.9,38.4,58.609,22.028
0110_aug2004a,2004-08-09T03:33:06.7,31.4,80.4,56.1,38.4,58.644,22.046
0110o_aug2004a,2004-08-09T03:37:57.0,32.4,80.8,56.0,38.3,58.678,22.063
0111_aug2004a,2004-08-09T03:42:54.9,33.5,81.3,52.5,38.3,58.713,22.081
0111o_aug2004a,2004-08-09T03:47:45.4,34.5,81.7,52.4,38.3,58.746,22.098
0112_aug2004a,2004-08-09T03:52:35.9,35.5,82.2,53.7,38.2,58.779,22.115
0112o_aug2004a,2004-08-09T03:57:26.5,36.6,82.6,53.7,38.2,58.812,22.132
0113_aug2004a,2004-08-09T04:02:17.2,37.6,83.1,54.6,38.2,58.845,22.149
0113o_aug2004a,2004-08-09T04:07:07.5,38.6,83.5,54.5,38.1,58.877,22.166
0114_aug2004a,2004-08-09T04:11:57.4,39.7,84.0,55.3,38.1,58.908,22.183
0114o_aug2004a,2004-08-09T04:16:48.6,40.7,84.5,55.3,38.1,58.940,22.199
0115_aug2004a,2004-08-09T04:21:40.9,41.7,84.9,53.2,38.0,58.971,22.216
0115o_aug2004a,2004-08-09T04:26:31.5,42.8,85.4,53.1,38.0,59.002,22.233
0116_aug2004a,2004-08-09T04:31:23.9,43.8,85.9,54.9,38.0,59.033,22.249
0116o_aug2004a,2004-08-09T04:36:14.5,44.9,86.3,54.8,38.0,59.063,22.266
0117_aug2004a,2004-08-09T04:41:07.8,45.9,86.8,52.7,37.9,59.094,22.282
0117o_aug2004a,2004-08-09T04:45:58.8,47.0,87.3,52.6,37.9,59.124,22.299
0118_aug2004a,2004-08-09T04:50:49.3,48.0,87.8,54.0,37.9,59.153,22.315
0118o_aug2004a,2004-08-09T04:55:40.3,49.0,88.3,53.9,37.8,59.182,22.331
0119_aug2004a,2004-08-09T05:00:32.0,50.1,88.9,52.2,37.8,59.212,22.347
0119_oct2012,2012-10-09T23:39:31.2,-27.3,54.5,94.5,33.8,127.937,13.455
0119o_aug2004a,2004-08-09T05:05:22.6,51.1,89.4,52.2,37.8,59.240,22.363
0119o_oct2012,2012-10-09T23:44:12.5,-26.5,55.3,94.4,33.8,127.989,13.446
0120_aug2004a,2004-08-09T05:10:21.5,52.2,89.9,55.4,37.7,59.270,22.379
0120o_aug2004a,2004-08-09T05:15:11.7,53.3,90.5,55.4,37.7,59.298,22.395
0121_aug2004a,2004-08-09T05:20:03.9,54.3,91.1,53.4,37.7,59.326,22.410
0121o_aug2004a,2004-08-09T05:24:54.7,55.3,91.6,53.3,37.6,59.354,22.426
0122_aug2004a,2004-08-09T05:29:45.7,56.4,92.2,54.2,37.6,59.381,22.441
0122o_aug2004a,2004-08-09T05:34:35.5,57.4,92.9,54.2,37.6,59.409,22.456
0123_aug2004a,2004-08-10T02:28:30.0,9.6,66.9,56.3,29.8,70.760,24.748
0123o_aug2004a,2004-08-10T02:33:20.4,10.5,67.4,56.3,29.7,70.804,24.763
0124_aug2004a,2004-08-10T02:38:10.7,11.5,67.9,56.1,29.7,70.847,24.779
0124o_aug2004a,2004-08-10T02:43:00.8,12.4,68.3,56.1,29.7,70.890,24.794
0125_aug2004a,2004-08-10T02:48:00.1,13.4,68.8,57.6,29.7,70.934,24.809
0125o_aug2004a,2004-08-10T02:52:51.5,14.4,69.3,57.5,29.6,70.977,24.824
0126_aug2004a,2004-08-10T02:57:41.7,15.4,69.7,57.1,29.6,71.019,24.839
0126o_aug2004a,2004-08-10T03:02:31.8,16.3,70.2,57.0,29.6,71.060,24.854
0127_aug2004a,2004-08-10T03:07:27.5,17.3,70.6,56.0,29.5,71.102,24.869
0127o_aug2004a,2004-08-10T03:12:17.8,18.3,71.1,55.9,29.5,71.143,24.884
0128_aug2004a,2004-08-10T03:17:11.2,19.3,71.5,56.7,29.5,71.184,24.900
0128o_aug2004a,2004-08-10T03:22:01.5,20.3,71.9,56.6,29.4,71.224,24.914
0129_aug2004a,2004-08-10T03:26:51.5,21.2,72.4,57.2,29.4,71.264,24.929
0129o_aug2004a,2004-08-10T03:31:41.6,22.2,72.8,57.2,29.4,71.303,24.944
0130_aug2004a,2004-08-10T03:36:31.7,23.2,73.2,56.4,29.4,71.342,24.959
0130o_aug2004a,2004-08-10T03:41:22.8,24.2,73.6,56.4,29.3,71.381,24.974
0131_aug2004a,2004-08-10T03:46:12.9,25.2,74.1,56.8,29.3,71.419,24.989
0131o_aug2004a,2004-08-10T03:51:03.3,26.2,74.5,56.7,29.3,71.457,25.003
0132_aug2004a,2004-08-10T03:55:54.0,27.2,74.9,56.2,29.2,71.495,25.018
0132o_aug2004a,2004-08-10T04:00:44.5,28.2,75.3,56.2,29.2,71.532,25.032
0133_aug2004a,2004-08-10T04:05:34.7,29.2,75.7,56.1,29.2,71.569,25.047
0133o_aug2004a,2004-08-10T04:10:25.3,30.2,76.1,56.0,29.2,71.605,25.061
0134_aug2004a,2004-08-10T04:15:24.2,31.2,76.5,57.6,29.1,71.643,25.076
0134o_aug2004a,2004-08-10T04:20:14.5,32.2,76.9,57.6,29.1,71.679,25.091
0135_aug2004a,2004-08-10T04:25:08.1,33.3,77.4,56.5,29.1,71.714,25.105
0135o_aug2004a,2004-08-10T04:29:57.9,34.3,77.8,56.5,29.0,71.750,25.119
0136_aug2004a,2004-08-10T04:34:48.3,35.3,78.2,56.9,29.0,71.785,25.133
0136o_aug2004a,2004-08-10T04:39:38.7,36.3,78.6,56.8,29.0,71.819,25.148
0137_aug2004a,2004-08-10T04:44:29.5,37.3,79.0,57.2,29.0,71.853,25.162
0137o_aug2004a,2004-08-10T04:49:20.1,38.3,79.4,57.2,28.9,71.887,25.175
0138_aug2004a,2004-08-10T04:54:12.8,39.4,79.8,56.3,28.9,71.921,25.189
0138o_aug2004a,2004-08-10T04:59:03.3,40.4,80.2,56.2,28.9,71.955,25.203
0139_aug2004a,2004-08-10T05:03:53.4,41.4,80.6,56.1,28.8,71.987,25.217
0139o_aug2004a,2004-08-10T05:08:43.9,42.4,81.0,56.0,28.8,72.020,25.230
0140_aug2004a,2004-08-10T05:13:38.1,43.5,81.4,57.0,28.8,72.053,25.244
0140o_aug2004a,2004-08-10T05:18:28.7,44.5,81.8,56.9,28.8,72.085,25.257
0141_aug2004b,2004-08-18T05:09:35.5,-42.7,47.4,114.6,4.9,173.418,6.306
0141_oct2012,2012-10-08T00:01:41.9,-1.3,67.1,77.5,53.2,103.126,18.807
0141o_aug2004b,2004-08-18T05:14:25.6,-41.9,48.6,114.5,4.9,173.471,6.288
0141o_oct2012,2012-10-08T00:06:22.1,-0.6,67.6,77.4,53.1,103.171,18.806
0142_aug2004b,2004-08-18T05:19:19.5,-41.2,49.8,110.0,4.9,173.524,6.269
0142_oct2012,2012-10-08T00:11:12.3,0.1,68.2,76.2,53.1,103.217,18.805
0142o_aug2004b,2004-08-18T05:24:10.2,-40.4,50.9,109.9,4.9,173.577,6.251
0142o_nov2012,2012-11-19T22:21:51.2,22.3,243.4,81.9,42.9,319.693,-10.441
0142o_oct2012,2012-10-08T00:15:52.4,0.9,68.7,76.2,53.1,103.261,18.804
0143_oct2005b,2005-10-29T00:56:30.4,-36.7,56.5,106.7,15.7,171.460,5.785
0143_oct2006,2006-10-08T03:17:38.6,64.0,238.9,54.6,98.4,25.430,13.523
0143_oct2012,2012-10-09T23:49:15.5,-25.6,56.2,89.3,33.8,128.045,13.437
0143o_aug2004b,2004-08-19T02:25:23.3,-56.1,328.9,112.1,9.6,182.953,1.075
0143o_oct2005b,2005-10-29T01:01:15.5,-35.8,57.5,106.6,15.7,171.507,5.767
0143o_oct2006,2006-10-08T03:22:21.4,63.1,240.5,54.6,98.4,25.459,13.543
0143o_oct2012,2012-10-09T23:53:51.9,-24.8,57.0,89.2,33.7,128.095,13.429
0144_aug2004b,2004-08-19T02:30:38.4,-56.7,331.0,117.1,9.6,183.013,1.053
0144_nov2006b,2006-11-10T23:18:15.4,3.1,63.9,79.9,67.3,122.205,24.173
0144o_nov2005,2005-11-01T22:36:45.2,-58.2,285.6,130.7,0.1,214.632,-16.539
0144o_nov2006b,2006-11-10T23:22:59.3,4.0,64.4,79.8,67.3,122.252,24.169
0145_aug2004b,2004-08-19T02:40:59.7,-57.7,335.1,118.5,9.6,183.131,1.010
0145_aug2009,2009-08-10T04:39:55.2,65.4,201.9,54.9,84.3,1.944,5.701
0145_nov2005,2005-11-01T22:41:28.9,-59.1,286.5,131.7,0.1,214.688,-16.554
0145o_aug2009,2009-08-10T04:44:35.8,65.1,204.5,54.9,84.3,1.964,5.719
0145o_nov2005,2005-11-01T22:46:13.4,-60.1,287.6,131.7,0.1,214.744,-16.569
0146_nov2005,2005-11-01T22:50:58.2,-61.0,288.6,128.9,0.0,214.800,-16.584
0146_oct2006,2006-10-03T00:40:21.5,21.7,228.7,94.0,77.1,315.363,-21.150
0146o_nov2005,2005-11-01T22:55:42.8,-62.0,289.7,128.9,0.0,214.856,-16.599
0146o_oct2006,2006-10-03T00:45:06.7,20.9,229.5,94.0,77.2,315.398,-21.129
0147_oct2006,2006-10-03T00:49:56.6,20.2,230.3,90.6,77.2,315.433,-21.107
0147o_aug2004b,2004-08-19T03:16:30.6,-60.1,351.0,119.8,9.8,183.538,0.862
0147o_nov2005,2005-11-01T23:05:16.3,-63.9,292.2,132.8,0.0,214.970,-16.629
0147o_oct2006,2006-10-03T00:54:41.8,19.4,231.1,90.7,77.2,315.469,-21.085
0148_aug2004b,2004-08-28T03:39:26.3,10.9,235.4,93.4,94.7,311.896,-23.519
0148_nov2006b,2006-11-10T23:27:53.1,4.9,65.0,82.0,67.2,122.301,24.164
0148o_aug2004b,2004-08-28T03:44:16.3,10.1,236.0,93.4,94.7,311.938,-23.499
0148o_nov2006b,2006-11-10T23:32:36.9,5.8,65.5,81.9,67.2,122.348,24.160
0149_nov2005,2005-11-01T23:10:11.6,-64.8,293.5,126.3,0.0,215.029,-16.645
0149o_nov2005,2005-11-01T23:14:56.3,-65.7,294.9,126.2,0.0,215.086,-16.660
0149o_nov2012,2012-11-19T22:26:45.8,21.4,244.1,84.9,42.9,319.728,-10.423
0149o_oct2006b,2006-10-10T22:33:20.3,13.8,67.1,54.6,80.6,68.145,26.504
0150_nov2005,2005-11-01T23:19:44.9,-66.6,296.5,130.0,0.0,215.144,-16.676
0150_oct2006,2006-10-03T00:59:31.2,18.6,231.9,93.0,77.3,315.505,-21.063
0150o_nov2005,2005-11-01T23:24:30.0,-67.5,298.0,130.0,0.0,215.201,-16.691
0150o_oct2006,2006-10-03T01:04:16.9,17.8,232.7,93.1,77.3,315.541,-21.042
0151_nov2005,2005-11-06T19:53:04.6,21.0,217.5,111.9,25.5,286.241,-28.498
0151_oct2006b,2006-10-10T22:38:13.9,14.8,67.5,54.0,80.6,68.197,26.520
0151o_nov2005,2005-11-06T19:57:49.2,20.4,218.3,111.9,25.6,286.278,-28.487
0151o_oct2006b,2006-10-10T22:42:57.3,15.7,67.9,54.0,80.5,68.246,26.536
0152_nov2005,2005-11-06T20:02:33.6,19.8,219.2,112.1,25.6,286.315,-28.476
0152_oct2006b,2006-10-10T22:47:56.2,16.7,68.4,54.2,80.5,68.298,26.553
0152o_nov2005,2005-11-06T20:07:19.2,19.2,220.0,112.2,25.6,286.353,-28.465
0152o_oct2006b,2006-10-10T22:52:38.7,17.6,68.8,54.2,80.5,68.346,26.568
0153_nov2005,2005-11-06T20:12:06.9,18.5,220.9,110.5,25.7,286.391,-28.453
0153_oct2006b,2006-10-10T22:57:24.8,18.6,69.2,53.2,80.4,68.395,26.584
0153o_nov2005,2005-11-06T20:16:52.2,17.9,221.7,110.6,25.7,286.429,-28.442
0153o_oct2006b,2006-10-10T23:02:07.7,19.5,69.6,53.2,80.4,68.442,26.600
0154_aug2004b,2004-08-19T04:29:34.4,-58.1,25.2,119.3,10.1,184.376,0.557
0154o_aug2004b,2004-08-19T04:34:41.7,-57.7,27.4,119.3,10.1,184.435,0.536
0155_aug2004b,2004-08-19T04:39:54.5,-57.2,29.5,120.6,10.2,184.494,0.514
0155_nov2005,2005-11-06T20:21:37.0,17.2,222.5,109.5,25.7,286.468,-28.430
0155o_nov2005,2005-11-06T20:26:21.6,16.5,223.3,109.6,25.8,286.506,-28.419
0156_nov2005,2005-11-06T20:31:10.8,15.8,224.0,111.3,25.8,286.546,-28.407
0156_oct2006b,2006-10-10T23:06:50.9,20.4,70.0,53.6,80.4,68.490,26.616
0156o_aug2004b,2004-08-19T04:55:19.0,-55.5,35.4,115.9,10.2,184.669,0.450
0156o_nov2005,2005-11-06T20:35:55.5,15.1,224.8,111.4,25.8,286.585,-28.395
0156o_oct2006b,2006-10-10T23:11:33.9,21.4,70.5,53.6,80.4,68.536,26.631
0157_nov2005,2005-11-06T20:40:40.6,14.4,225.6,110.8,25.9,286.625,-28.383
0157_oct2006b,2006-10-10T23:16:16.9,22.3,70.9,53.3,80.3,68.583,26.647
0157o_aug2004b,2004-08-19T05:05:41.9,-54.2,39.1,117.2,10.3,184.786,0.407
0157o_nov2005,2005-11-06T20:45:25.3,13.7,226.3,110.9,25.9,286.665,-28.371
0157o_oct2006b,2006-10-10T23:21:05.5,23.3,71.3,53.2,80.3,68.630,26.663
0158_aug2004b,2004-08-19T05:11:06.7,-53.5,41.0,113.3,10.3,184.847,0.384
0158o_aug2004b,2004-08-19T05:16:20.5,-52.8,42.7,113.2,10.3,184.906,0.363
0159_nov2005,2005-11-06T20:50:09.5,13.0,227.0,111.6,25.9,286.705,-28.358
0159_oct2006b,2006-10-10T23:25:48.4,24.2,71.6,53.8,80.3,68.676,26.678
0159o_nov2005,2005-11-06T20:54:54.7,12.3,227.7,111.7,26.0,286.745,-28.346
0159o_oct2006b,2006-10-10T23:30:31.7,25.2,72.0,53.7,80.2,68.721,26.694
0160_nov2005,2005-11-06T20:59:40.4,11.5,228.4,110.3,26.0,286.786,-28.333
0160o_nov2005,2005-11-06T21:04:25.8,10.8,229.1,110.3,26.0,286.827,-28.321
0161_nov2005,2005-11-06T21:09:10.5,10.0,229.8,109.7,26.1,286.869,-28.308
0161o_aug2004b,2004-08-20T02:26:28.4,-55.1,307.9,124.9,16.7,194.485,-4.964
0161o_nov2005,2005-11-06T21:13:55.3,9.3,230.5,109.8,26.1,286.911,-28.295
0162_aug2004b,2004-08-20T02:31:18.9,-55.9,309.3,126.3,16.7,194.540,-4.983
0162_nov2005,2005-11-06T21:18:40.5,8.5,231.1,109.2,26.1,286.953,-28.282
0162o_aug2004b,2004-08-20T02:36:09.8,-56.7,310.8,126.2,16.7,194.595,-5.003
0162o_nov2005,2005-11-06T21:23:25.3,7.7,231.8,109.3,26.1,286.995,-28.269
0163_nov2005,2005-11-06T21:28:19.4,6.9,232.5,111.8,26.2,287.040,-28.256
0163o_nov2005,2005-11-06T21:33:03.5,6.2,233.1,111.9,26.2,287.083,-28.243
0164_aug2004b,2004-08-20T02:50:48.7,-59.0,315.8,121.6,16.8,194.763,-5.062
0164_nov2005,2005-11-06T21:37:47.9,5.4,233.7,110.9,26.2,287.126,-28.230
0164o_nov2005,2005-11-06T21:42:32.3,4.6,234.3,111.0,26.3,287.170,-28.216
0165_aug2004b,2004-08-20T03:00:29.8,-60.4,319.4,118.0,16.8,194.874,-5.102
0165_nov2005,2005-11-06T21:47:18.1,3.8,234.9,112.2,26.3,287.214,-28.203
0165o_aug2004b,2004-08-20T03:05:20.5,-61.0,321.4,118.0,16.9,194.930,-5.122
0165o_nov2005,2005-11-06T21:52:03.7,3.0,235.5,112.3,26.3,287.259,-28.189
0166_aug2004b,2004-08-20T03:10:12.1,-61.7,323.4,123.0,16.9,194.987,-5.142
0166_nov2005,2005-11-06T21:56:53.2,2.2,236.1,110.4,26.4,287.305,-28.175
0166o_nov2005,2005-11-06T22:01:38.5,1.5,236.7,110.5,26.4,287.350,-28.162
0167_nov2005,2005-11-06T22:06:22.8,0.7,237.3,109.9,26.4,287.396,-28.148
0167_nov2012,2012-11-19T22:31:45.7,20.5,244.9,80.5,43.0,319.763,-10.406
0167o_nov2005,2005-11-06T22:11:07.5,0.0,237.8,109.9,26.5,287.442,-28.134
0167o_nov2012,2012-11-19T22:36:24.7,19.6,245.6,80.6,43.0,319.797,-10.389
0168_nov2005,2005-11-06T22:15:52.6,-0.7,238.4,108.8,26.5,287.488,-28.121
0168o_nov2005,2005-11-06T22:20:37.6,-1.3,238.9,108.9,26.5,287.535,-28.107
0169_nov2005,2005-11-06T22:25:22.7,-1.9,239.5,109.2,26.6,287.583,-28.093
0169o_nov2005,2005-11-06T22:30:07.3,-2.5,240.0,109.3,26.6,287.630,-28.079
0170_nov2005,2005-11-06T22:34:54.9,-3.9,240.5,111.0,26.6,287.678,-28.065
0170o_nov2005,2005-11-06T22:39:40.1,-5.5,241.0,111.1,26.7,287.727,-28.051
0171_nov2005,2005-11-06T22:44:27.2,-6.5,241.5,112.1,26.7,287.776,-28.036
0171o_nov2005,2005-11-06T22:49:11.2,-7.4,242.0,112.2,26.7,287.825,-28.022
0172_nov2005,2005-11-06T22:53:56.8,-8.3,242.5,111.6,26.8,287.875,-28.008
0172_nov2006c,2006-11-13T22:56:45.6,-33.8,51.4,100.1,38.6,157.791,10.769
0172o_nov2005,2005-11-06T22:58:41.5,-9.2,243.0,111.6,26.8,287.924,-27.994
0173_nov2005,2005-11-06T23:03:28.1,-10.1,243.5,110.4,26.8,287.975,-27.980
0173o_nov2005,2005-11-06T23:08:12.6,-11.0,244.0,110.5,26.9,288.025,-27.965
0174_nov2005,2005-11-06T23:12:56.9,-11.9,244.5,111.2,26.9,288.076,-27.951
0174o_aug2004b,2004-08-20T04:38:45.9,-66.3,11.6,120.1,17.4,196.022,-5.509
0174o_nov2005,2005-11-06T23:17:42.5,-12.8,244.9,111.2,26.9,288.128,-27.937
0175_nov2005,2005-11-06T23:22:28.8,-13.7,245.4,109.8,27.0,288.180,-27.923
0175o_nov2005,2005-11-06T23:27:14.1,-14.6,245.9,109.9,27.0,288.232,-27.908
0176_nov2005,2005-11-06T23:31:59.1,-15.5,246.3,109.3,27.0,288.285,-27.894
0176o_nov2005,2005-11-06T23:36:43.6,-16.4,246.8,109.3,27.1,288.337,-27.880
0177_aug2004b,2004-08-20T05:02:59.8,-64.8,25.1,126.3,17.5,196.306,-5.611
0177_nov2005,2005-11-06T23:41:29.0,-17.3,247.2,108.7,27.1,288.391,-27.865
