INT OBSERVING LOG (ISAAC NEWTON GROUP, LA PALMA) generated 2004 08 19 09:34

TELESCOPE             INT
DATE                  20040817
OBSERVER/S            Amornrat Aungwerojwit
PROGRAMME             P10
PROPOSAL REF          ITP7               
TELESCOPE OPERATOR    none
SUPPORT ASTRONOMER    none

TEL STATION / FOCUS    / 
INSTRUMENT/S          WFC

SUNSET (UT)           19:57
EVENING TWILIGHT (UT) 21:14
MORNING TWILIGHT (UT) 05:18
SUNRISE (UT)          06:35
%ILLUM. LUNAR DISK    4
DARK TIME (HRS)       08:04
TWILIGHT TIME (HRS)   02:34
MOONRISE (UT)         No moonrise within sunset-sunrise
MOONSET (UT)          21:08

 UT     AirT  Hum   Wspd  Gust  Wdir  Press   LocT  int.T   Mirr  LocRH int.RH
 416561 intphas_4729o i  19:17:00.87 +12:18:59.9 J2000.00 00:32 1.161  WFC   10.1  180  i                                
 416562 intphas_4730 Ha  19:16:40.56 +10:46:00.1 J2000.00 00:33 1.178  WFC  120.0  180  Halpha                           
 416563 intphas_4730 r   19:16:40.56 +10:45:59.9 J2000.00 00:36 1.183  WFC   30.1  180  r                                
 416564 intphas_4730 i   19:16:40.56 +10:45:59.9 J2000.00 00:37 1.185  WFC   10.1  180  i                                
 416565 intphas_4730o Ha 19:17:00.91 +10:51:00.0 J2000.00 00:38 1.188  WFC  120.0  180  Halpha                           
 416566 intphas_4730o r  19:17:00.92 +10:50:59.9 J2000.00 00:40 1.194  WFC   30.1  180  r                                
 416567 intphas_4730o i  19:17:00.92 +10:50:59.9 J2000.00 00:42 1.196  WFC   10.1  180  i                                
 416568 intphas_4732 Ha  19:16:57.46 +21:35:00.0 J2000.00 00:43 1.138  WFC  120.0  180  Halpha                           
 416569 intphas_4732 r   19:16:57.47 +21:34:59.8 J2000.00 00:45 1.143  WFC   29.6  180  r                                
 416570 intphas_4732 i   19:16:57.47 +21:34:59.9 J2000.00 00:47 1.145  WFC   10.1  180  i                                
 416571 intphas_4732o Ha 19:17:18.98 +21:39:59.9 J2000.00 00:48 1.148  WFC  120.0  180  Halpha                           
 416572 intphas_4732o r  19:17:18.99 +21:39:59.9 J2000.00 00:50 1.153  WFC   30.1  180  r                                
 416573 intphas_4732o i  19:17:18.99 +21:39:59.8 J2000.00 00:52 1.156  WFC   10.1  180  i                                
 416574 intphas_4733 Ha  19:17:06.13 +20:06:59.9 J2000.00 00:52 1.168  WFC  120.0  180  Halpha                           
 416575 intphas_4733 r   19:17:06.12 +20:06:59.9 J2000.00 00:55 1.173  WFC   30.1  180  r                                
 416576 intphas_4733 i   19:17:06.13 +20:06:59.8 J2000.00 00:56 1.176  WFC   10.1  180  i                                
 416577 intphas_4733o Ha 19:17:27.43 +20:11:59.8 J2000.00 00:57 1.180  WFC  120.0  180  Halpha                           
 416578 intphas_4733o r  19:17:27.43 +20:11:59.9 J2000.00 01:00 1.186  WFC   30.1  180  r                                
 416579 intphas_4733o i  19:17:27.43 +20:11:59.9 J2000.00 01:01 1.189  WFC   10.1  180  i                                
 416580 intphas_4734 Ha  19:17:13.04 +18:38:59.9 J2000.00 01:02 1.203  WFC  120.0  180  Halpha                           
 416581 intphas_4734 r   19:17:13.05 +18:38:59.8 J2000.00 01:05 1.209  WFC   30.1  180  r                                
 416582 intphas_4734 i   19:17:13.05 +18:38:59.8 J2000.00 01:06 1.212  WFC   10.1  180  i                                
 416583 intphas_4734o Ha 19:17:34.17 +18:43:59.8 J2000.00 01:07 1.217  WFC  120.0  180  Halpha                           
 416584 intphas_4734o r  19:17:34.17 +18:43:59.8 J2000.00 01:10 1.223  WFC   30.0  180  r                                
 416585 intphas_4734o i  19:17:34.16 +18:43:59.8 J2000.00 01:11 1.226  WFC   10.1  180  i                                
 416586 intphas_4735 Ha  19:17:17.73 +17:11:00.0 J2000.00 01:12 1.243  WFC  120.1  180  Halpha                           
 416587 intphas_4735 r   19:17:17.72 +17:11:00.0 J2000.00 01:15 1.250  WFC   30.1  180  r                                
 416588 intphas_4735 i   19:17:17.72 +17:11:00.0 J2000.00 01:16 1.254  WFC   10.1  180  i                                
 416589 intphas_4735o Ha 19:17:38.66 +17:15:59.9 J2000.00 01:17 1.259  WFC  120.0  180  Halpha                           
 416590 intphas_4735o r  19:17:38.66 +17:15:59.9 J2000.00 01:19 1.266  WFC   30.1  180  r                                
 416591 intphas_4735o i  19:17:38.67 +17:15:59.9 J2000.00 01:21 1.270  WFC   10.1  180  i                                
 416592 G93-48 Ha        21:52:25.43 +02:23:19.5 J2000.00 01:23 1.116  WFC  120.0  180  Halpha                           
 416593 G93-48 r         21:52:25.43 +02:23:19.6 J2000.00 01:25 1.116  WFC   30.1  180  r                                
 416594 G93-48 i         21:52:25.43 +02:23:19.6 J2000.00 01:26 1.117  WFC    9.6  180  i                                
 416595 ST_L114_750 Ha   22:41:47.76 +01:11:25.0 J2000.00 01:28 1.142  WFC  120.0  180  Halpha                           
 416596 ST_L114_750 r    22:41:47.75 +01:11:24.9 J2000.00 01:31 1.141  WFC   30.1  180  r                                
 416597 ST_L114_750 i    22:41:47.76 +01:11:25.0 J2000.00 01:32 1.140  WFC   10.1  180  i                                
 416598 intphas_6666 Ha  21:35:09.69 +55:29:59.3 J2000.00 01:35 1.128  WFC  120.0  180  Halpha                           
 416599 intphas_6666 r   21:35:09.70 +55:29:59.2 J2000.00 01:38 1.129  WFC   30.1  180  r                                
 416600 intphas_6666 i   21:35:09.70 +55:29:59.3 J2000.00 01:39 1.129  WFC   10.1  180  i                                
 416601 intphas_6666o Ha 21:35:45.08 +55:34:59.3 J2000.00 01:40 1.131  WFC  120.0  180  Halpha                           
 416602 intphas_6666o r  21:35:45.08 +55:34:59.3 J2000.00 01:43 1.132  WFC   30.1  180  r                                
 416603 intphas_6666o i  21:35:45.09 +55:34:59.3 J2000.00 01:44 1.132  WFC   10.1  180  i                                
 416604 intphas_6668 Ha  21:35:20.95 +58:36:59.5 J2000.00 01:45 1.166  WFC  120.1  180  Halpha                           
 416605 intphas_6668 r   21:35:20.95 +58:36:59.4 J2000.00 01:48 1.167  WFC   30.1  180  r                                
 416606 intphas_6668 i   21:35:20.95 +58:36:59.4 J2000.00 01:49 1.167  WFC    9.5  180  i                                
 416607 intphas_6668o Ha 21:35:59.45 +58:41:59.4 J2000.00 01:50 1.169  WFC  120.0  180  Halpha                           
 416608 intphas_6668o r  21:35:59.45 +58:41:59.4 J2000.00 01:53 1.170  WFC   29.5  180  r                                
 416609 intphas_6668o i  21:35:59.44 +58:41:59.3 J2000.00 01:54 1.171  WFC   10.1  180  i                                
 416610 intphas_6670 Ha  21:35:28.58 +52:00:59.1 J2000.00 01:55 1.108  WFC  120.0  180  Halpha                           
 416611 intphas_6670 r   21:35:28.58 +52:00:59.4 J2000.00 01:58 1.109  WFC   30.1  180  r                                
 416612 intphas_6670 i   21:35:28.57 +52:00:59.4 J2000.00 01:59 1.110  WFC   10.1  180  i                                
