field,dir,n_matched,n_outliers_5p,n_outliers_10p,n_outliers_20p,n_5p_r,n_5p_i,n_5p_h,n_10p_r,n_10p_i,n_10p_h,n_20p_r,n_20p_i,n_20p_h,med_dr,med_di,med_dh,std_dr,std_di,std_dh,file1,file2
3029,iphas_oct2006,199,243,49,4,42,144,57,3,34,12,1,2,1,1.39216423035,0.910879611969,0.990898132324,0.037403850853,0.0765469052142,0.0548396296929,newmerges/iphas_oct2006/intphas_3029_mercat.fits,newmerges/iphas_oct2006/intphas_3029o_mercat.fits
3030,iphas_dec2005,3035,316,12,1,175,45,96,2,4,6,1,0,0,0.0284185409546,0.0598621368408,0.0283164978027,0.031982424308,0.0232927515008,0.0290516861414,newmerges/iphas_dec2005/intphas_3030_mercat.fits,newmerges/iphas_dec2005/intphas_3030o_mercat.fits
3031,iphas_oct2005b,1967,197,5,1,70,21,106,1,0,4,1,0,0,-0.13210105896,-0.138899326324,-0.0745964050293,0.0254976121448,0.0199201113941,0.0278722513248,newmerges/iphas_oct2005b/intphas_3031_mercat.fits,newmerges/iphas_oct2005b/intphas_3031o_mercat.fits
3032,iphas_nov2005,1833,262,22,0,81,54,127,3,3,16,0,0,0,-0.0320987701416,0.0599021911621,0.00117492675781,0.0272555027733,0.0240964937207,0.0341957412212,newmerges/iphas_nov2005/intphas_3032_mercat.fits,newmerges/iphas_nov2005/intphas_3032o_mercat.fits
3032,iphas_oct2009,1575,188,8,2,77,38,73,1,3,4,0,1,1,-0.0104866027832,-0.00372886657715,-0.006591796875,0.0287220070495,0.025523855175,0.031111525767,newmerges/iphas_oct2009/intphas_3032_mercat.fits,newmerges/iphas_oct2009/intphas_3032o_mercat.fits
3033,iphas_nov2005,1492,247,17,0,74,57,116,1,2,14,0,0,0,0.0193681716919,-0.0987968444824,-0.0343742370605,0.027721082917,0.0257772526624,0.0354352115841,newmerges/iphas_nov2005/intphas_3033_mercat.fits,newmerges/iphas_nov2005/intphas_3033o_mercat.fits
3033,iphas_oct2009,2176,107,5,1,16,32,59,1,3,1,0,1,0,0.000288009643555,0.00126838684082,0.000984191894531,0.021545683722,0.0250122001713,0.0283146238264,newmerges/iphas_oct2009/intphas_3033_mercat.fits,newmerges/iphas_oct2009/intphas_3033o_mercat.fits
3034,iphas_dec2005,3463,359,9,3,259,44,56,4,4,1,2,1,0,-0.0109720230103,0.00387763977051,0.00609827041626,0.0360201470841,0.0852760706886,0.0255035153884,newmerges/iphas_dec2005/intphas_3034_mercat.fits,newmerges/iphas_dec2005/intphas_3034o_mercat.fits
3035,iphas_nov2005,1487,155,15,1,21,44,90,1,6,8,0,1,0,-0.0192584991455,-0.0559635162354,0.0300717353821,0.0235064598116,0.0285730811569,0.0318334741665,newmerges/iphas_nov2005/intphas_3035_mercat.fits,newmerges/iphas_nov2005/intphas_3035o_mercat.fits
3036,iphas_nov2005,1487,155,15,1,21,44,90,1,6,8,0,1,0,-0.0192584991455,-0.0559635162354,0.0300717353821,0.0235064598116,0.0285730811569,0.0318334741665,newmerges/iphas_nov2005/intphas_3035_mercat.fits,newmerges/iphas_nov2005/intphas_3035o_mercat.fits
3036,iphas_oct2009,1583,106,3,0,32,30,44,1,1,1,0,0,0,-0.00571060180664,0.00333976745605,-0.00189399719238,0.0235540470807,0.0213223023548,0.0260148222664,newmerges/iphas_oct2009/intphas_3036_mercat.fits,newmerges/iphas_oct2009/intphas_3036o_mercat.fits
3037,iphas_dec2005,4451,345,25,5,195,57,93,15,5,5,3,2,0,-0.00952053070068,-0.00728797912598,0.00926303863525,0.0322747442553,0.0893001341199,0.0262049359153,newmerges/iphas_dec2005/intphas_3037_mercat.fits,newmerges/iphas_dec2005/intphas_3037o_mercat.fits
3038,iphas_nov2005,1237,129,6,0,15,29,85,0,0,6,0,0,0,0.0138463973999,-0.0199017524719,0.00509452819824,0.0215290507649,0.0235958410713,0.034804361866,newmerges/iphas_nov2005/intphas_3038_mercat.fits,newmerges/iphas_nov2005/intphas_3038o_mercat.fits
3039,iphas_nov2005,1586,191,14,1,10,100,81,0,9,5,0,1,0,0.0564713478088,0.0907039642334,0.0127897262573,0.0214934128289,0.0350007940907,0.0314693486492,newmerges/iphas_nov2005/intphas_3039_mercat.fits,newmerges/iphas_nov2005/intphas_3039o_mercat.fits
3040,iphas_dec2005,4339,311,19,5,161,51,99,9,5,5,2,2,1,0.00013542175293,-0.00616359710693,-0.00198364257812,0.0300893837642,0.0236567604484,0.0263933487428,newmerges/iphas_dec2005/intphas_3040_mercat.fits,newmerges/iphas_dec2005/intphas_3040o_mercat.fits
3041,iphas_oct2009,1562,112,7,2,26,29,57,1,1,5,0,0,2,-0.00533246994019,-0.00793170928955,-0.00441455841064,0.0191654135949,0.022963024925,0.0295754018838,newmerges/iphas_oct2009/intphas_3041_mercat.fits,newmerges/iphas_oct2009/intphas_3041o_mercat.fits
3044,iphas_dec2005,2433,300,10,0,178,41,81,4,0,6,0,0,0,-0.0126266479492,-0.00790691375732,-0.0123796463013,0.0317579619742,0.0236884267341,0.0291611724234,newmerges/iphas_dec2005/intphas_3044_mercat.fits,newmerges/iphas_dec2005/intphas_3044o_mercat.fits
3045,iphas_nov2005,2433,300,10,0,178,41,81,4,0,6,0,0,0,-0.0126266479492,-0.00790691375732,-0.0123796463013,0.0317579619742,0.0236884267341,0.0291611724234,newmerges/iphas_dec2005/intphas_3044_mercat.fits,newmerges/iphas_dec2005/intphas_3044o_mercat.fits
3046,iphas_nov2005,2331,288,23,0,39,94,155,2,8,13,0,0,0,0.0075569152832,-0.0218715667725,-0.0232448577881,0.0224383987547,0.0290076507079,0.0341091514583,newmerges/iphas_nov2005/intphas_3046_mercat.fits,newmerges/iphas_nov2005/intphas_3046o_mercat.fits
3047,iphas_nov2005,3262,294,18,2,43,109,142,3,11,4,0,1,1,0.00300073623657,0.0190291404724,0.0073938369751,0.0221036640367,0.0513794643545,0.0296091382207,newmerges/iphas_nov2005/intphas_3047_mercat.fits,newmerges/iphas_nov2005/intphas_3047o_mercat.fits
3048,iphas_nov2005,1268,134,4,0,17,50,67,2,0,2,0,0,0,-0.0306272506714,-0.0323314666748,-0.0178689956665,0.0228803229761,0.0263396954706,0.0293213785459,newmerges/iphas_nov2005/intphas_3048_mercat.fits,newmerges/iphas_nov2005/intphas_3048o_mercat.fits
3048,iphas_oct2009,1074,119,9,2,18,32,69,3,0,6,1,0,1,-0.00553894042969,-0.00248098373413,-0.00394630432129,0.0254994920294,0.02451110373,0.0329992153369,newmerges/iphas_oct2009/intphas_3048_mercat.fits,newmerges/iphas_oct2009/intphas_3048o_mercat.fits
3049,iphas_nov2005,1847,129,4,0,26,33,70,0,1,3,0,0,0,0.0285663604736,0.052038192749,-0.00142478942871,0.0216403283712,0.0225444489066,0.0278067542022,newmerges/iphas_nov2005/intphas_3049_mercat.fits,newmerges/iphas_nov2005/intphas_3049o_mercat.fits
3050,iphas_dec2005,4037,333,10,1,146,62,125,7,3,0,0,1,0,-0.00718975067139,-0.0668916702271,0.000730991363525,0.0283667837086,0.0226444533671,0.0272860276904,newmerges/iphas_dec2005/intphas_3050_mercat.fits,newmerges/iphas_dec2005/intphas_3050o_mercat.fits
3051,iphas_nov2005,1214,135,7,0,28,37,70,0,2,5,0,0,0,-0.0122451782227,-0.000642776489258,-0.00451850891113,0.0235720961268,0.0255798564952,0.0317542815795,newmerges/iphas_nov2005/intphas_3051_mercat.fits,newmerges/iphas_nov2005/intphas_3051o_mercat.fits
3052,iphas_dec2005,4702,366,15,1,204,74,88,2,6,7,0,0,1,-0.00322437286377,0.00154781341553,0.00441932678223,0.0281985805744,0.0238635404152,0.0340599852439,newmerges/iphas_dec2005/intphas_3052_mercat.fits,newmerges/iphas_dec2005/intphas_3052o_mercat.fits
3053,iphas_nov2005,1751,235,20,0,54,37,144,0,1,19,0,0,0,-0.00613784790039,0.0124454498291,0.0328245162964,0.0255628711107,0.0230660339841,0.0366959043706,newmerges/iphas_nov2005/intphas_3053_mercat.fits,newmerges/iphas_nov2005/intphas_3053o_mercat.fits
3053,iphas_oct2009,2071,67,8,2,16,14,37,2,2,4,1,0,1,-0.0110030174255,0.00308179855347,-0.010648727417,0.021455636018,0.019409772777,0.0288852499541,newmerges/iphas_oct2009/intphas_3053_mercat.fits,newmerges/iphas_oct2009/intphas_3053o_mercat.fits
3054,iphas_oct2009,1638,43,4,0,11,10,22,1,2,1,0,0,0,0.0155954360962,0.0304889678955,-0.0105533599854,0.019557659342,0.0201706688722,0.0257934527212,newmerges/iphas_oct2009/intphas_3054_mercat.fits,newmerges/iphas_oct2009/intphas_3054o_mercat.fits
3055,iphas_oct2009,1809,139,16,2,34,42,63,3,6,7,0,1,1,-0.003830909729,-0.0114164352417,-0.0028190612793,0.0220129743933,0.0266557941368,0.0282457955218,newmerges/iphas_oct2009/intphas_3055_mercat.fits,newmerges/iphas_oct2009/intphas_3055o_mercat.fits
3056,iphas_dec2005,4081,302,19,0,118,71,113,1,10,8,0,0,0,0.00020694732666,-0.0275511741638,-0.00768947601318,0.0255624050677,0.0248430525079,0.0276662380219,newmerges/iphas_dec2005/intphas_3056_mercat.fits,newmerges/iphas_dec2005/intphas_3056o_mercat.fits
3057,iphas_oct2005b,2545,202,8,0,35,53,114,0,3,5,0,0,0,-0.00490427017212,-0.0586357116699,-0.0102243423462,0.0202366348748,0.02236055411,0.0287252271483,newmerges/iphas_oct2005b/intphas_3057_mercat.fits,newmerges/iphas_oct2005b/intphas_3057o_mercat.fits
3058,iphas_dec2005,1109,135,6,0,52,31,52,0,2,4,0,0,0,0.0166659355164,0.00239372253418,-0.00800132751465,0.0288457254027,0.0246177894677,0.0309741098338,newmerges/iphas_dec2005/intphas_3058_mercat.fits,newmerges/iphas_dec2005/intphas_3058o_mercat.fits
3059,iphas_nov2005,2205,257,10,0,44,56,157,1,4,5,0,0,0,0.0170669555664,-0.0293130874634,0.0172290802002,0.0245143257947,0.0251754535315,0.0327553274376,newmerges/iphas_nov2005/intphas_3059_mercat.fits,newmerges/iphas_nov2005/intphas_3059o_mercat.fits
3060,iphas_nov2005,1446,165,6,0,29,44,92,0,2,4,0,0,0,0.0218939781189,-0.0342440605164,0.0296444892883,0.0211562873359,0.0231007264824,0.0317612445873,newmerges/iphas_nov2005/intphas_3060_mercat.fits,newmerges/iphas_nov2005/intphas_3060o_mercat.fits
3061,iphas_nov2005,2087,265,34,4,53,91,121,8,16,10,0,3,1,-0.0651473999023,0.0418491363525,-0.00724792480469,0.0252734913424,0.0322185483915,0.0322968105143,newmerges/iphas_nov2005/intphas_3061_mercat.fits,newmerges/iphas_nov2005/intphas_3061o_mercat.fits
3061,iphas_oct2009,1991,82,5,1,14,20,48,2,1,2,1,0,0,-0.00759887695312,-0.00761127471924,-0.00860118865967,0.0189812831101,0.0198086695116,0.0257666408603,newmerges/iphas_oct2009/intphas_3061_mercat.fits,newmerges/iphas_oct2009/intphas_3061o_mercat.fits
3062,iphas_nov2005,1991,82,5,1,14,20,48,2,1,2,1,0,0,-0.00759887695312,-0.00761127471924,-0.00860118865967,0.0189812831101,0.0198086695116,0.0257666408603,newmerges/iphas_oct2009/intphas_3061_mercat.fits,newmerges/iphas_oct2009/intphas_3061o_mercat.fits
3063,iphas_nov2005,3169,361,19,0,42,104,215,0,2,17,0,0,0,0.00920677185059,0.0140428543091,-0.0196032524109,0.0223998965939,0.0248342821729,0.0337677079437,newmerges/iphas_nov2005/intphas_3063_mercat.fits,newmerges/iphas_nov2005/intphas_3063o_mercat.fits
3064,iphas_nov2008,1771,54,0,0,4,5,45,0,0,0,0,0,0,-0.00203323364258,-0.00284481048584,-0.00518703460693,0.0170809447832,0.0175435609437,0.0287596924188,newmerges/iphas_nov2008/intphas_3064_mercat.fits,newmerges/iphas_nov2008/intphas_3064o_mercat.fits
3065,iphas_dec2005,3002,209,12,0,47,62,100,4,5,3,0,0,0,0.0209369659424,-0.0121622085571,0.0019702911377,0.0229115566303,0.0238881107639,0.0270521190947,newmerges/iphas_dec2005/intphas_3065_mercat.fits,newmerges/iphas_dec2005/intphas_3065o_mercat.fits
3066,iphas_oct2009,1311,60,8,1,14,12,34,1,4,3,0,1,0,0.00107383728027,-0.00254249572754,0.0017261505127,0.0234309075145,0.0220398919746,0.0262508705803,newmerges/iphas_oct2009/intphas_3066_mercat.fits,newmerges/iphas_oct2009/intphas_3066o_mercat.fits
3067,iphas_oct2009,1462,64,5,0,15,20,29,3,2,0,0,0,0,-0.0163269042969,0.00153493881226,0.00238227844238,0.024461049958,0.024678737969,0.027817186027,newmerges/iphas_oct2009/intphas_3067_mercat.fits,newmerges/iphas_oct2009/intphas_3067o_mercat.fits
3068,iphas_dec2005,3907,435,29,3,131,217,87,3,21,5,0,2,1,0.133848667145,0.0482578277588,0.0256462097168,0.0243896840899,0.0355864826131,0.0278343083268,newmerges/iphas_dec2005/intphas_3068_mercat.fits,newmerges/iphas_dec2005/intphas_3068o_mercat.fits
3069,iphas_oct2005b,2722,200,2,1,37,32,131,0,1,1,0,0,1,-0.00890064239502,-0.0683288574219,-0.0140552520752,0.0225451733216,0.0203633900063,0.0295128249197,newmerges/iphas_oct2005b/intphas_3069_mercat.fits,newmerges/iphas_oct2005b/intphas_3069o_mercat.fits
3070,iphas_oct2005b,2790,233,9,2,69,69,95,0,5,4,0,1,1,0.0104312896729,-0.00362968444824,-0.0101318359375,0.02486385326,0.0255121748181,0.0268039940851,newmerges/iphas_oct2005b/intphas_3070_mercat.fits,newmerges/iphas_oct2005b/intphas_3070o_mercat.fits
3071,iphas_dec2005,2790,233,9,2,69,69,95,0,5,4,0,1,1,0.0104312896729,-0.00362968444824,-0.0101318359375,0.02486385326,0.0255121748181,0.0268039940851,newmerges/iphas_oct2005b/intphas_3070_mercat.fits,newmerges/iphas_oct2005b/intphas_3070o_mercat.fits
3071,iphas_dec2007,1349,81,3,0,21,14,46,1,1,1,0,0,0,0.0205783843994,0.00182723999023,0.0148820877075,0.024021928088,0.0221581846606,0.0297394724435,newmerges/iphas_dec2007/intphas_3071_mercat.fits,newmerges/iphas_dec2007/intphas_3071o_mercat.fits
3072,iphas_dec2005,2504,135,10,0,68,17,50,2,1,7,0,0,0,0.00481605529785,-0.0722332000732,0.103676319122,0.0268191722269,0.0188863690112,0.0268067777674,newmerges/iphas_dec2005/intphas_3072_mercat.fits,newmerges/iphas_dec2005/intphas_3072o_mercat.fits
3073,iphas_oct2009,1492,102,7,3,30,20,52,2,3,2,0,1,2,0.0192279815674,-0.00649881362915,-0.00576591491699,0.0242246143497,0.020589667523,0.0307662249191,newmerges/iphas_oct2009/intphas_3073_mercat.fits,newmerges/iphas_oct2009/intphas_3073o_mercat.fits
3074,iphas_dec2008,1351,97,6,1,10,39,48,0,3,3,0,1,0,-0.00454998016357,0.011875629425,-0.00741386413574,0.016545170905,0.0279919374484,0.0269893874335,newmerges/iphas_dec2008/intphas_3074_mercat.fits,newmerges/iphas_dec2008/intphas_3074o_mercat.fits
3074,iphas_oct2009,1589,97,6,2,16,34,47,1,4,1,0,1,1,-0.0129146575928,0.0100860595703,-0.00926208496094,0.0201716955439,0.0229026096435,0.0261090327226,newmerges/iphas_oct2009/intphas_3074_mercat.fits,newmerges/iphas_oct2009/intphas_3074o_mercat.fits
3075,iphas_oct2009,1490,121,8,2,6,17,98,2,3,3,0,1,1,0.00642967224121,0.00597190856934,-0.00466918945312,0.0199916490056,0.0211844926164,0.0356891233226,newmerges/iphas_oct2009/intphas_3075_mercat.fits,newmerges/iphas_oct2009/intphas_3075o_mercat.fits
3076,iphas_oct2009,2071,94,3,0,30,22,42,2,0,1,0,0,0,-0.00111675262451,0.0081615447998,-0.0012788772583,0.0224623016333,0.0185672457449,0.0247816885154,newmerges/iphas_oct2009/intphas_3076_mercat.fits,newmerges/iphas_oct2009/intphas_3076o_mercat.fits
3077,iphas_dec2008,2071,94,3,0,30,22,42,2,0,1,0,0,0,-0.00111675262451,0.0081615447998,-0.0012788772583,0.0224623016333,0.0185672457449,0.0247816885154,newmerges/iphas_oct2009/intphas_3076_mercat.fits,newmerges/iphas_oct2009/intphas_3076o_mercat.fits
3077,iphas_nov2005,2071,94,3,0,30,22,42,2,0,1,0,0,0,-0.00111675262451,0.0081615447998,-0.0012788772583,0.0224623016333,0.0185672457449,0.0247816885154,newmerges/iphas_oct2009/intphas_3076_mercat.fits,newmerges/iphas_oct2009/intphas_3076o_mercat.fits
3077,iphas_oct2009,1864,113,12,0,32,36,45,4,3,5,0,0,0,0.00124359130859,-0.00245141983032,-0.0059814453125,0.0240472294239,0.0238711678185,0.027803171013,newmerges/iphas_oct2009/intphas_3077_mercat.fits,newmerges/iphas_oct2009/intphas_3077o_mercat.fits
3078,iphas_dec2005,4050,264,12,0,137,48,79,3,6,3,0,0,0,0.00019359588623,-0.0120792388916,0.000699520111084,0.0270589314688,0.0210962556644,0.0237006159038,newmerges/iphas_dec2005/intphas_3078_mercat.fits,newmerges/iphas_dec2005/intphas_3078o_mercat.fits
3079,iphas_nov2005,4050,264,12,0,137,48,79,3,6,3,0,0,0,0.00019359588623,-0.0120792388916,0.000699520111084,0.0270589314688,0.0210962556644,0.0237006159038,newmerges/iphas_dec2005/intphas_3078_mercat.fits,newmerges/iphas_dec2005/intphas_3078o_mercat.fits
3079,iphas_oct2009,656,67,1,0,18,20,29,0,1,0,0,0,0,0.000489711761475,-0.0040922164917,0.00286245346069,0.0238310707455,0.0245532931512,0.0294977797265,newmerges/iphas_oct2009/intphas_3079_mercat.fits,newmerges/iphas_oct2009/intphas_3079o_mercat.fits
3080,iphas_nov2005,1970,85,5,1,32,20,33,1,1,3,0,0,1,-0.00135803222656,-0.0602674484253,0.0518746376038,0.0249109083942,0.0219089141699,0.0703618207508,newmerges/iphas_nov2005/intphas_3080_mercat.fits,newmerges/iphas_nov2005/intphas_3080o_mercat.fits
3081,iphas_dec2005,4097,182,14,3,56,41,85,2,5,7,0,1,2,-0.00113391876221,0.0495367050171,0.000365257263184,0.0233747364995,0.022638748351,0.0271119488757,newmerges/iphas_dec2005/intphas_3081_mercat.fits,newmerges/iphas_dec2005/intphas_3081o_mercat.fits
3082,iphas_oct2005b,1649,143,1,0,26,53,64,1,0,0,0,0,0,0.0218772888184,-0.00394248962402,-0.000593185424805,0.0225521267768,0.0258248192174,0.0292197418396,newmerges/iphas_oct2005b/intphas_3082_mercat.fits,newmerges/iphas_oct2005b/intphas_3082o_mercat.fits
3083,iphas_oct2005b,2881,214,11,6,36,41,137,3,4,4,1,3,2,-0.00722694396973,-0.000736713409424,-0.00669288635254,0.0209831583036,0.0244533038692,0.0311965660884,newmerges/iphas_oct2005b/intphas_3083_mercat.fits,newmerges/iphas_oct2005b/intphas_3083o_mercat.fits
3084,iphas_dec2005,4136,273,10,1,99,58,116,2,2,6,0,0,1,0.0200996398926,-0.00835847854614,-0.00362300872803,0.0269798774659,0.0238787316309,0.360476818626,newmerges/iphas_dec2005/intphas_3084_mercat.fits,newmerges/iphas_dec2005/intphas_3084o_mercat.fits
3085,iphas_oct2005b,2984,236,3,0,26,26,184,0,0,3,0,0,0,-0.00597524642944,-0.0024299621582,-0.00935935974121,0.0187915563669,0.0184779818354,0.0310943020464,newmerges/iphas_oct2005b/intphas_3085_mercat.fits,newmerges/iphas_oct2005b/intphas_3085o_mercat.fits
3086,iphas_dec2005,1747,132,6,0,45,17,70,1,5,0,0,0,0,0.0125789642334,0.00233459472656,0.00887393951416,0.0263524882099,0.0227169317107,0.0310990169817,newmerges/iphas_dec2005/intphas_3086_mercat.fits,newmerges/iphas_dec2005/intphas_3086o_mercat.fits
3087,iphas_nov2005,3024,210,10,0,59,68,83,2,3,5,0,0,0,0.00312471389771,-0.00201225280762,0.00140571594238,0.0252075106166,0.0239401474357,0.0271263199533,newmerges/iphas_nov2005/intphas_3087_mercat.fits,newmerges/iphas_nov2005/intphas_3087o_mercat.fits
3088,iphas_nov2005,1681,84,5,4,20,39,25,1,1,3,1,1,2,0.000436305999756,-0.00650882720947,-0.00190734863281,0.026429771748,0.028349284256,0.0492858726928,newmerges/iphas_nov2005/intphas_3088_mercat.fits,newmerges/iphas_nov2005/intphas_3088o_mercat.fits
3089,iphas_nov2005,3592,215,3,0,47,87,81,0,2,1,0,0,0,0.00013256072998,-0.00249862670898,-0.00597190856934,0.0226385536085,0.0248482526304,0.0253797965456,newmerges/iphas_nov2005/intphas_3089_mercat.fits,newmerges/iphas_nov2005/intphas_3089o_mercat.fits
3090,iphas_nov2005,2575,124,6,1,23,61,40,1,4,1,0,1,0,0.00271797180176,-0.0051326751709,-0.00137186050415,0.0242877695772,0.504208412847,0.0241855284765,newmerges/iphas_nov2005/intphas_3090_mercat.fits,newmerges/iphas_nov2005/intphas_3090o_mercat.fits
3091,iphas_nov2005,4224,202,15,2,66,44,92,3,6,6,1,1,0,-0.0056791305542,-0.00778198242188,-0.00393676757812,0.0250226598235,0.365824764282,0.0256754542032,newmerges/iphas_nov2005/intphas_3091_mercat.fits,newmerges/iphas_nov2005/intphas_3091o_mercat.fits
3091,iphas_oct2009,2456,163,7,1,34,25,104,1,2,4,0,1,0,0.00188446044922,0.00295543670654,-0.00167226791382,0.0226361586526,0.0201865349045,0.0292844786352,newmerges/iphas_oct2009/intphas_3091_mercat.fits,newmerges/iphas_oct2009/intphas_3091o_mercat.fits
3092,iphas_nov2005,1825,80,4,0,16,38,26,0,2,2,0,0,0,-0.00209808349609,-0.0142049789429,-0.00127410888672,0.0242613271494,0.0249966158039,0.024587774229,newmerges/iphas_nov2005/intphas_3092_mercat.fits,newmerges/iphas_nov2005/intphas_3092o_mercat.fits
3092,iphas_oct2009,1065,57,6,3,16,12,29,1,1,4,0,1,2,-0.00210571289062,0.0588722229004,-0.00204467773438,0.0207691403853,0.0215065677232,0.14814044277,newmerges/iphas_oct2009/intphas_3092_mercat.fits,newmerges/iphas_oct2009/intphas_3092o_mercat.fits
3093,iphas_nov2005,2083,77,6,2,13,32,32,2,2,2,0,1,1,0.000986099243164,-0.00552368164062,0.00103759765625,0.023927828941,0.0249959617432,0.0279716829523,newmerges/iphas_nov2005/intphas_3093_mercat.fits,newmerges/iphas_nov2005/intphas_3093o_mercat.fits
3094,iphas_dec2005,3761,197,8,0,54,44,99,2,3,3,0,0,0,-0.00063943862915,-0.00446891784668,-0.00260353088379,0.0245614598311,0.0213691962264,0.026948013576,newmerges/iphas_dec2005/intphas_3094_mercat.fits,newmerges/iphas_dec2005/intphas_3094o_mercat.fits
3095,iphas_nov2005,1632,126,4,0,44,40,42,1,1,2,0,0,0,-0.0184383392334,-0.0224304199219,-0.0449028015137,0.0263748546463,0.0249385921693,0.0276785240874,newmerges/iphas_nov2005/intphas_3095_mercat.fits,newmerges/iphas_nov2005/intphas_3095o_mercat.fits
3096,iphas_oct2005b,2534,171,8,3,53,27,91,2,2,4,1,1,1,0.00221538543701,0.0615301132202,-0.00459861755371,0.0254799743082,0.0208378843801,0.0301793730113,newmerges/iphas_oct2005b/intphas_3096_mercat.fits,newmerges/iphas_oct2005b/intphas_3096o_mercat.fits
3097,iphas_dec2005,4066,366,15,3,56,53,257,3,4,8,0,2,1,0.000157356262207,-0.00031852722168,-0.00664615631104,0.0248099810695,0.0227532950687,0.0340116677074,newmerges/iphas_dec2005/intphas_3097_mercat.fits,newmerges/iphas_dec2005/intphas_3097o_mercat.fits
3098,iphas_oct2005b,2868,293,7,0,74,64,155,3,1,3,0,0,0,-0.0128974914551,-0.00937128067017,-0.00602912902832,0.0243060080885,0.0244264953657,0.030337832728,newmerges/iphas_oct2005b/intphas_3098_mercat.fits,newmerges/iphas_oct2005b/intphas_3098o_mercat.fits
3099,iphas_dec2005,2667,115,6,0,32,15,68,2,1,3,0,0,0,0.000421524047852,0.0531215667725,0.00555467605591,0.0243659179068,0.019245908703,0.0285317768861,newmerges/iphas_dec2005/intphas_3099_mercat.fits,newmerges/iphas_dec2005/intphas_3099o_mercat.fits
3100,iphas_oct2009,995,62,7,1,10,23,29,2,1,4,0,0,1,-0.00194978713989,-0.00720310211182,-0.0114431381226,0.0193388459964,0.0235962287062,0.0288521940382,newmerges/iphas_oct2009/intphas_3100_mercat.fits,newmerges/iphas_oct2009/intphas_3100o_mercat.fits
3101,iphas_nov2005,2550,186,4,0,48,72,66,0,2,2,0,0,0,0.0167064666748,-0.0544719696045,-0.0209197998047,0.0254836527966,0.0270408877115,0.0273083261817,newmerges/iphas_nov2005/intphas_3101_mercat.fits,newmerges/iphas_nov2005/intphas_3101o_mercat.fits
3102,iphas_dec2005,2449,182,9,3,25,16,141,1,1,7,1,1,1,0.00268936157227,-0.00734901428223,0.00622177124023,0.0278662889143,0.021309386421,0.0372521656605,newmerges/iphas_dec2005/intphas_3102_mercat.fits,newmerges/iphas_dec2005/intphas_3102o_mercat.fits
